c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_ChargeHebdomadaire,c_DépartementResponsable
"RIN 1012","Droit et pratique des conventions collectives","Cours sans examen",3,"9 heures par semaine",Droit
"ECO 1200","Méthodologie économique","Cours sans examen",3,"9 heures par semaine",Économie
"ECO 1300","Analyse microéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2011","Économie du Québec","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2015","Économie internationale","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2021","Économie responsable","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2023","Corruption, blanchiment d'argent et évasion fiscale internationale: comment s'en protéger?","Cours sans examen",3,"9 heures par semaine",Économie
"FIN 2301","Paradis fiscaux et finance offshore","Cours sans examen",3,"9 heures par semaine",Économie
"ECO 1200","Méthodologie économique","Cours sans examen",3,"9 heures par semaine",Économie
"ECO 1300","Analyse microéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2011","Économie du Québec","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2015","Économie internationale","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2021","Économie responsable","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 2301","Paradis fiscaux et finance offshore","Cours sans examen",3,"9 heures par semaine",Économie
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",3,"9 heures par semaine",Économie
"INT 1010","Introduction au développement international","Cours avec examen",3,"9 heures par semaine",Économie
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",3,"9 heures par semaine",Économie
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 1934","Introduction aux produits dérivés","Information manquante",3,"9 heures par semaine",Économie
"ADM 1013","Comportement organisationnel","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 2007","Introduction au marketing","Cours avec examen",3,"9 heures par semaine",Économie
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1015","Gestion des ressources humaines","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 1300","Analyse microéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"DRT 1060","Droit des affaires","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 1020","Administration financière 1","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1002","Initiation à la gestion","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1420","Gestion des opérations","Cours avec examen",3,"9 heures par semaine",Économie
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1402","Entreprise et société","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1400","Théories de l'organisation","Cours sans examen",3,"9 heures par semaine",Économie
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 1200","Méthodologie économique","Cours sans examen",3,"9 heures par semaine",Économie
"ECO 2011","Économie du Québec","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2015","Économie internationale","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2021","Économie responsable","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 2301","Paradis fiscaux et finance offshore","Cours sans examen",3,"9 heures par semaine",Économie
"ECO 2022","Économie des changements climatiques","A définir prochainement",3,"9 heures par semaine",Économie
"ECO 3003","Économie du travail","Cours avec examen",3,"9 heures par semaine",Économie
"ECO 2023","Corruption, blanchiment d'argent et évasion fiscale internationale: comment s'en protéger?","Cours sans examen",3,"9 heures par semaine",Économie
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",3,"9 heures par semaine",Économie
"SCO 1060","Fiscalité 1","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1012","Le management du changement","Cours avec examen",3,"9 heures par semaine",Économie
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 3013","Gestion de la responsabilité sociale des entreprises","A définir prochainement",3,"9 heures par semaine",Économie
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",3,"9 heures par semaine",Économie
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 2015","Comportement du consommateur","Cours avec examen",3,"9 heures par semaine",Économie
"SCI 1018","Statistiques avec R","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",3,"9 heures par semaine",Économie
"FIN 1936","Valeurs mobilières et gestion de portefeuille","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 4010","Stratégie d'entreprise","Cours avec examen",3,"9 heures par semaine",Économie
"ADM 4057","Intervention en management avec une perspective économique","A définir prochainement",3,"9 heures par semaine",Économie
"ADM 4067","Observation en management avec une perspective économique","A définir prochainement",3,"9 heures par semaine",Économie
"EDU 1010","Organisation de l'éducation au Québec","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1012","Difficultés d'apprentissage, d'adaptation et stratégies d'intervention","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1013","Évaluation des apprentissages en milieu scolaire","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1022","Français, langue d'enseignement et d'apprentissage","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1024","Didactique de l'arithmétique","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1020","Stratégies d'intervention éducative auprès des adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1030","Design pédagogique en formation d'adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1035","Gestion stratégique de la formation d'adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1040","Théories de l'apprentissage et éducation des adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1071","Formation en milieu de travail: Des dispositifs aux pratiques","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1072","Travaux pratiques","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1074","Projet personnel","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1080","Évaluation de l'apprentissage et de la formation","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 1272","Les TIC et l'apprentissage en milieu de travail","Cours sans examen",3,"9 heures par semaine",Éducation
"COM 3028","Éducation aux médias et littérature médiatique","Cours avec examen",3,"9 heures par semaine",Éducation
"EDU 1030","Design pédagogique en formation d'adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1074","Projet personnel","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 1272","Les TIC et l'apprentissage en milieu de travail","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 1280","Jeux, simulations et jeux de rôle: exploration et analyse pédagogique","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 3001","Enseigner avec les technologies de l'information","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1020","Stratégies d'intervention éducative auprès des adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1030","Design pédagogique en formation d'adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1040","Théories de l'apprentissage et éducation des adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1050","Analyse sociale de l'éducation","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1080","Évaluation de l'apprentissage et de la formation","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",3,"9 heures par semaine",Éducation
"ECO 3004","Formation et compétitivité économique","Cours avec examen",3,"9 heures par semaine",Éducation
"EDU 1035","Gestion stratégique de la formation d'adultes","Cours sans examen",3,"9 heures par semaine",Éducation
"EDU 1071","Formation en milieu de travail: Des dispositifs aux pratiques","Cours sans examen",3,"9 heures par semaine",Éducation
"INF 6400","Gestion de connaissances et informatique","Cours avec examen",3,"9 heures par semaine",Éducation
"LIN 4128","Teaching English as a Second Language to Adults  ","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 1272","Les TIC et l'apprentissage en milieu de travail","Cours sans examen",3,"9 heures par semaine",Éducation
"TED 1280","Jeux, simulations et jeux de rôle: exploration et analyse pédagogique","Cours sans examen",3,"9 heures par semaine",Éducation
"COM 1021","Techniques d'animation et d'intervention","Cours avec examen",3,"9 heures par semaine",Éducation
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,"9 heures par semaine",Éducation
"COM 5003","Organisation, pouvoir et communication","Cours avec examen",3,"9 heures par semaine",Éducation
"EDU 1070","Clarification des valeurs","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",3,"9 heures par semaine",Éducation
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 1323","Motivation et émotions","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,"9 heures par semaine",Éducation
"PSY 3005","Psychologie sociale","Cours avec examen",3,"9 heures par semaine",Éducation
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",3,"9 heures par semaine",Éducation
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,"9 heures par semaine",Éducation
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",3,"9 heures par semaine",Éducation
