Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
ADM 2010,Gestion de la formation et développement des ressources humaines,"Connaître et différencier les composantes de la gestion de la formation et du développement des compétences, leurs liens et leurs limites. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
ADM 4015,Modèles internationaux de gestion des ressources humaines,L'évolution historique des modèles de gestion des ressources humaines en Amérique du Nord et dans le monde. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
ADM 4020,Gestion du rendement,"Saisir les notions liées au rendement en milieu de travail, ainsi que leur importance pour l'organisation.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1008,Introduction aux relations insdustrielles,"Connaître le champ des relations industrielles, ses origines, ses approches théoriques et ses méthodes d'analyse et autres sujets en lien avec les relations industrielles.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1011,Dotation,Acquérir les connaissances et développer les compétences nécessaires pour élaborer un processus de dotation dans une organisation et en comprendre les défis ainsi que les enjeux sous-jacents. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1012,Droit et pratique des conventions collectives,"Connaître la nature juridique de la convention collective, son fondement dans le droit du travail canadien et québécois. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1013,Problèmes de santé au travail,La différence entre les notions de santé et de sécurité au travail et la disparité entre les problèmes qui s'y rattachent. D'autres sujets en lien avec les problèmes de santé au travail.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1015,Gestion du dossier de santé et de sécurité au travail,"S'initier aux notions juridiques, administratives et aux pratiques relatives au régime québécois de santé et de sécurité au travail.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1016,Gestion de la rémunération,"Connaître et différencier les composantes de la rémunération globale, leurs liens et leurs limites. Utiliser le langage technique associé à la rémunération.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1017,Les défis de l'intervention préventiveen santé et sécurité au travail,Acquérir un portefeuille de compétences transférables permettant de jouer un rôle stratégique en prévention et d'intervenir efficacement dans diverses situations de santé et de sécurité en milieu de travail.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 1022,Négociation collective contemporaine,"S'initier aux notions juridiques, sociologiques, administratives et pratiques relatives à la négociation collective en contexte syndiqué. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 2013,Conciliation emploi-famille et temps de travail,"La problématique de l'organisation et de l'aménagement du temps de travail et des autres temps sociaux en fonction de la conciliation de l'emploi et de la famille, ou de la vie personnelle et professionnelle.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 2015,Politiques et pratiques de gestion de la main-d'œuvre vieillissante,"Comprendre, du point de vue de la gestion des ressources humaines et des relations de travail, les enjeux actuels entourant la problématique du vieillissement de la main-d'œuvre. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
RIN 4120,"Innovation, organisation du travail et gestion des ressources humaines","Connaissances de base relatives à l'approche de l'évolution technologique et organisationnelle à partir des points de vue de l'économie, de la sociologie, du management et de la gestion des ressources humaines.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
INF 1160,Les réseaux d'entreprise,S'initier aux principes techniques des réseaux d'entreprise et à leur architecture en vue de participer à la réalisation de projets de conception et de planification de réseaux.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
INF 1220,Introduction à la programmation,Introduire au concept fondamental d'algorithme. Aborder une résolution de problème d'un point de vue informatique. Introduire aux concepts de base de la programmation orientée-objet. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
INF 1250,Introduction aux bases de données,"Se familiariser avec les notions de base des systèmes de gestion de bases de données (SGBD), plus particulièrement avec les composantes du modèle relationnel et autres sujets en lien avec les SGBD.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
INF 6400,Gestion de connaissances et informatique,"L'économie du savoir. Données, informations et connaissances. Processus de gestion des connaissances : création, capitalisation, récupération et diffusion. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
MQT 2420,Récherche opérationnelle,"Maîtriser les techniques de la recherche opérationnelle appliquées à la gestion. Être capable de percevoir un problème, d'identifier ses variables, de le modéliser, de l'optimiser et de l'analyser.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
ADM 3007,Initiatives de développement local et d'économie sociale,"Se familiariser avec les concepts, les méthodes, les axes d'intervention et les pratiques du développement local ainsi que sa gestion.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
ECO 2011,Économie du Québec,"Aperçu de l'histoire économique du Québec. Développement, croissance et cycles économiques. Structure économique du Québec et de ses régions.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
ECO 2015,Économie internationale,Avoir les connaissances de base nécessaires à une bonne compréhension de l'environnement économique international et autres connaissances en lien avec l'économie internationale.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Administration (cheminement général bilingue - français/anglais),7364
